sample_id,before,current,end,keyword,next,project,start,type
463,"We completely understand if you are unable to donate, and we're still grateful for your support.","Sharing the ########### campaign on your social media pages, ""liking"" the ""Perdóname"" #######################################), telling your friends -- getting the word out about our film is half the battle, and we really do appreciate whatever support you can offer.",207,battle,,1001b991b0e687fa9ea9bb7a524d7860,201,battle
1107,### was diagnosed with skin cancer at the age of 27 in the autumn of 2018.,A journey that began with what seemed to be a manageable cancerous blemish quickly evolved into a rare and aggressive battle with high-grade ####### nonmelanoma skin cancer.,9,journey,"After initial radiation treatment and excisional surgery, it was revealed that ###’s cancer had advanced at an uncharacteristic rate and dangerously spread beyond the skin to his soft muscle, cartilage, and nervous tissue—resulting in a high-risk and life-threatening prognosis.",fd470bd0c203e6bf65fc4ca4943ac73c,2,journey
1458,"He was found to have pancreatic cancer, esophageal cancer and lesions in the liver.  ","#### has spent five weeks in the hospital battling pancreatitis, gall stones and now jaundice along with the cancer.  ",50,battling,He has only been able to have one round of chemo due to the other complications.  ,70a531999eb92b1ff4d27c47bbdcb4de,42,battle
291,"Compared to children and older adults with cancer, adolescents and young adults haven't seen any changes in their mortality rates since the ######'s!",We feel like this song and music video could really help get the word out about this movement and bring greater attention to the fight and plight of adolescents and young adults with cancer.,134,fight,Are you with us??,ffd0d25b8ff69bdb002ad3469994cbe0,129,battle
697,"No child, no family, should fight this fight and the ###### family has done an amazing job at being ambassadors to childhood cancer research.","Another thing that’s certain is the financial strain this fight has on a family - Praise the Lord all medical bills are covered by Tricare.. however, ##### just started a new job that she will now be missing due to being next to #######’s side.",63,fight,"Gas, meals, everyday bills, it becomes a nightmare and I’d love to have #TeamMatthew alleviate that nightmare for #######, #### and #####.",d2ffc16f26b016b183b5b27856439ef3,58,battle
61,"Others laugh, give me a high five, congratulate me on beating ovarian cancer.",I don't think it’s an enemy that anyone beats.,27,enemy,I do not claim to be healed.,51c3e56360bf03feb204056e07540693,22,battle
716,We are hoping and praying for a better outcome as she has previously beat the odds with her first tumour.,We are now in the process of putting together a medical team to support her in continuing this fight against her brain cancer.    ,100,fight,We have reached the end of what the standard treatment of care will offer ####### and we are looking for more options to help her fight this cancer.  ,76249b4926482c73bf7dada3e50b5361,95,battle
149,How we aim to achieve it,The objective of the ‘Under the Red Dress’ project is to build photo-narrative body of work by gathering contributors who have endured a journey resulting in grievous bodily scarring as a result of cancer.  ,144,journey,They will tell real stories about real people.  ,e814c0e32180677623ce0b98f2db76b3,137,journey
387,"Gas cards, airline miles, anything I can collect to raffle off and show that ########’s on our side with this fight.",I will be going to ####### often to research and get interviews as we are following these ladies through their fight!,116,fight,I have now adopted this wonderful state as my home and we proud to have ######## help in this venture.,320f259eccb23c529a79ef6da1e4c7c8,111,battle
1278,She is such a strong person and will fight with every ounce of her being to beat this cancer.,We are just trying to help make her journey easier for her to travel.,43,journey,Please look deep into your hearts and pockets to help this young family.,8d7f89ca34b17b4973d30a2d2e5e5a91,36,journey
1160,But she needs our help now more than ever.,"Because of her first battle with cancer, she has exhausted all her paid time off, and will not have enough hours to qualify for state disability insurance.",27,battle,"######## and her husband will need help paying for everyday living expenses, such as rent, food, and incidentals.",6881f0d40b2a7db0163e4aab309c4dd7,21,battle
220,was shot Through ####################.,"I’ve transformed my new ######## wildlife portfolio – birdlife, bison, badgers and burrowing owls – into a compelling photographic journey through my year-long triumph over cancer, filled with mini anecdotes of the new challenges I overcame to combine my passion for photography with a ‘######### mindset.   ",138,journey,The,add86c147452ba42e362c41fe41ddebc,131,journey
599,"As a son, and a father to a beautiful baby girl of my own, I know it’s time to pick up the slack and kick this cancer’s ass.  ","For years they have fought this on their own and today I’m calling upon friends, family, brothers, sisters and the entire community to come together and help my parents beat my mothers cancer.",173,beat,"They can’t do it alone anymore and they are struggling to make car payments, mortgage payments, tuition payments, etc.  ",b0ec08ec8a8594ad96ab5416bac0598c,169,battle
457,I thought how can you dare tell me my daughter has cancer and it is the best kind.,"Well being on the other end of the rainbow when a doctor tell you that your son has brain cancer and 2 brain tumors at that, this is when you realize why #######'s ######## is the best cancer and what that doctor was telling me, now my son has to battle the worst cancer...",253,battle,I finally understood.     ,50c9e84e338d033bf324904127a629d4,247,battle
1423,"You have our sincerest thanks and appreciation,    A Message from ####'s Mom:  ","It is so difficult when a family struggles with ######, but no family should be fighting two battles at once.",100,battles,"My grandson was diagnosed with ############# at the age of 9 months and has gone through chemo, surgeries and too many tests to tally.",3c14eddfd3f8e3b1aa8e47ba303e4ac8,93,battle
