RAND,ppt,notes,journey,battle,gofundme_mention,sympathy,sentiment,on-topic,intensifiers,description
0.412014156,h9mptru8qmtkhdmlfz8y,,,,,,,,,"Jason struggles to get through Lymphoma, but he sounds like a fighter.  Even though he experiences a noteworthy physical impact of the radiation therapy, he still works and goes on with what he needs with life.  He deserves us to help him out as best as possible."
0.708984588,g7ez8xoa9thckqkb16br,,,,,,,,,Jennifer is ill and struggling for life. Hope she finds help and overcome this battle
0.927211623,vvmmkscw96amff4xfs0q,,,,,,,,,"Jason has been diagnosed with lymphoma, and the cost of his treatment will be very expensive. He needs chemotherapy for several months, plus various medications. He needs help in paying for his medical treatment."
0.31027867,ke6nte4hg22topbdg4ze,,,,,,,,,i WOULD HONESTLY TRY MY BEST TO DESCRIBE IT TO A FRIEND. MAYBE OVER A PHONE CALL OR A FACE TO FACE TALK.
0.487300799,34af941plfe737w7ubnp,,,,,,,,,Jason has a difficult situation but there is hope. He is a strong and optimistic young man. 
0.606730264,vsdus4yha7o72ne7tsf0,,,,,,,,,
0.244758639,551u2w5nbng9ooo05unp,,,,,,,,,"Jason has Lymphoma 2 and is going to be undergoing chemotherapy. His best friend is raising funds for his treatment because he sees him as a good, deserving person."
0.615777516,2jd73h8jj5gol2lbzd7u,,,,,,,,,He needs help for medical expenses
0.284617486,6b9vaawj4jr145hb21lu,,,,,,,,,Jason  is just beginning his  battle into treating lymphoma - he has a rough road ahead.
0.425728255,qh6usudgh6w58rwheurk,,,,,,,,,"He was diagnosed with stage 2 Lymphoma a little while ago, and he is on a long road to recovery. "
0.783257071,losx0pv4blohbmabhrc1,,,,,,,,,Jennifer has lymphoma and has to have chemotherapy & radiation.  Any funds raised would help her through this process.
0.179387772,jq67zukwew5fcuyvqz5f,,,,,,,,,"Jason was battling lymphoma, and he luckily was able to beat it. The only issue is that now he has a bunch of costs (chemotherapy, etc.) that he has to pay. His friend is trying to help him raise money to pay for those costs."
0.203758547,o02o452zm57yqq1dgx1l,,,,,,,,,Jennifer has lymphoma and requires multiple chemo treatments. She needs money for all her treatments and she will have a rough journey ahead of her.
0.635974291,te638t42rxmcbxoofxpq,,,,,,,,,"He has stage II lymphoma. Having to do chemo after his surgery, combined with the medical bills he is likely to accrue, he needs funding."
0.702238324,g1brzjgzqqn6nyym5515,,,,,,,,,He has cancer and is under going chemo treatments.  His friend is raising money to help with the medical bills.
0.558001007,lovshb7vw4g8ydqz1q72,,,,,,,,,Jennifer is going through a long process of recovery and cancer treatment.  She is a supportive friend. 
0.170587327,sehtsk3zghpo3wat6rv7,,,,,,,,,Jason is having a tough battle with lymphoma. Jason needs money for his treatment.
0.642533386,2ezydma9242auqpybkcj,,,,,,,,,
0.775503845,7rns6yv69d1bbx0jodbk,,,,,,,,,Jennifer is someone who sounds strong and capable but the condition that she is under with the lymphoma is terrible and there is a long road to recovery as well as many expenses that come from it.  Her friend that is organizing the campaign has a high opinion of her and thinks she will recover fully despite all these challenges that are before Jennifer.
0.05520539,3l5p5chltvut7a6oahyn,,,,,,,,,he is going though 21 days of chemo while fighting off stage 2 lymphoma and he needs help
0.456441022,79g5vadw0s7z5jdrqds5,,,,,,,,,Jennifer has Lymphoma and needs money. She needs to pay for chemo and trips to the treatment.
0.124908742,mqz33k0oo4u61r28fc9o,,,,,,,,,Jennifer is going through lymphoma. She needs help. SHe needs help with finances because she stays so sick.
0.129189646,92np0dz7mwz6y39monzc,,,,,,,,,He is broke
0.403516837,mkr8hg3xzs57vj2t1d3v,,,,,,,,,Jennifer has been diagnosed with Stage II lymphoma. She will requires many treatments and thus would appreciate any financial help for the cost of these treatments.
0.623404201,gt5f4o7p7sw97avtdfmw,,,,,,,,,Jennifer is undergoing medical treatment for cancer with a long road ahead.
0.030726619,1ejd1xp9pt8k33mr8nvm,,,,,,,,,We are raising money for a girl who has cancer. She is in the process of going through chemo and treatment.
0.247824524,z9a0nze9vohpbdcsrsb8,,,,,,,,,Jason's is a tyroid patient. he is surgical thyroid.Jason's friend situation is so sad what he do at that time of his friend??
0.288800699,3cqq4uzrz00wog6ktehj,,,,,,,,,My best friend is fighting with chemotherapy after undergoing complicated thyroid surgery.
0.166044301,7jfz5bu5ff39ogkvzwo2,,,,,,,,,That she is suffering from lymphoma. She has caring friends and needs help.
0.592682321,tjku6bj6cxconq7qghck,,,,,,,,,Jason has a serious case of lymphoma. Over the next few months he will have to go through chemo and possibly radiation.
0.940787936,4pndehffmd0nhocpcfdd,,,,,,,,,"Jennifer has a heart of gold but a complicated and problematic thyroid condition. She has cancer now and must complete radiation and chemotherapy, which will be very expensive treatments."
0.894458825,0mupevdhzk5fs012o34q,,,,,,,,,she had thyroid surgery and was then diagnosed with lymphoma.  she has a lot of expensive treatments and could use the money.
0.808610526,sd87q2ff5o46yutcgl2r,,,,,,,,,bad
0.153347075,4rxgvemkajxl4s421j1u,,,,,,,,,ENNIFER Aniston enjoyed a dinner with her Friends co-star Courteney Cox yesterday after her run-in with ex Brad Pitt at Sunday night's Golden Globes
0.469385415,511nje577432u3qy1wb2,,,,,,,,,He is one of few patients undergoing complications and chemotherapy. He is holding a fundraiser.
0.840726509,5azx6kd6q64rk2q8zd7j,,,,,,,,,"Jason is dealing with his own situation, but mine is more pressing at the moment. Thus, I have no interest in donating"
0.345826936,am3dygoov2xfdxk7lgxf,,,,,,,,,NOTHING
0.706252372,yt2tums7kd5j60ano7ag,,,,,,,,,Jason has stage II lymphoma and is going to need many rounds of chemo and possibly radiation.
0.710576662,fgelv8f9ay36tnhudwmd,,,,,,,,,Is undergoing chemotherapy and radiation for lymphoma. He is looking forward to continuing his treatments and working toward a healthier future after coming through the initial treatments with some nausea and fatigue. He is now regaining energy and ready to continue.
0.040792258,12j3ay1avxw521a1etor,,,,,,,,,"Jennifer just underwent surgery, but has been diagnosed with stage 2 lymphoma. The situation is very unfortunate, and she will be needing money in order to pay for treatment. "
0.502043412,sdn1lozx7axfaqxct1k7,,,,,,,,,the helping and presence of mind was grate to jenifer.
0.499387237,jvyos1z68vqhw04guwcg,,,,,,,,,She is going through chemotherapy treatment after thyroid surgery. She's strong and upbeat and facing many expenses as she battles her illness and copes with side effects of the chemotherapy and her best friend is trying to raise funds to help support Jennifer during this difficult period.
0.128458714,hoekwu2b9o8eb84hamlt,,,,,,,,," Friends for a second time because she didn't like performing in front of a live studio audience. In the sitcom, Reese played Jill Green, the spoiled younger sister of Aniston's character Rachel."
0.138904718,czwn9h2h4nlxkse9x5yh,,,,,,,,,"Jason is very sick with cancer.  He has had surgery and is taking chemo.  He needs all the help he can get, spiritually, physically, and financially.  A small amount to me may make a big difference to him."
0.172372789,1dghz0m1uajeh9zks1ns,,,,,,,,,"She is fighting stage II leukemia, receiving chemo treatments, and is fighting hard to survive. She needs help to pay for the cost of all the medical expenses."
0.364608146,kdsjtzjw55s8yavwg2do,,,,,,,,,
0.016244716,mr9uv1l2bplnzfb3lm6d,,,,,,,,,ya jenifer is so good on the way to stiuation 
0.299956832,2e0way1zkz0r0nc0q1tk,,,,,,,,,THERE IS A MAN WHO HAS CANCER AND HIS FRIEND IS TRYING TO RAISE MONEY FOR HIM
0.72305316,t0poahqbpr3fheqz1jah,,,,,,,,,that was good 
0.292199697,keyqwo9o652n9y8nyooq,,,,,,,,,"Jennifer has lymph cancer and is having chemo treatments. The next year or so will be hard for her.  She needs assistance with her medical bills to improve her health, mentally, physically and fiscally. "
0.510715545,8od4own1h1qhb5hqzt95,,,,,,,,,He was recently diagnosed with Lymphoma after having thyroid surgery. He has finished one round of chemotherapy and expects to have several more over the next few months. 
0.758176499,ugmmuuboz8upzm8hdagx,,,,,,,,,He has been diagnosed with stage 2 lymphoma which has been very difficult and life altering
0.102719683,p07r027zrhz0g4khkd6q,,,,,,,,,He has cancer and treatment is going to break him
0.947457367,eh76fcapd4hsxnhkrh9h,,,,,,,,,Hai i have found a campaign about a girl named Jennifers who has diagnosed with Stage II Lymphoma. She is staying positive with high spirits to overcome this disease through her treatment. All she needs is help for paying her hospital bills and medicines.
0.372422157,3096dm91gysangetbnrm,,,,,,,,,He is currently battling Lymphoma. He is staying strong and being very brave about his situation. 
0.512167144,ru4n6vr5b0dfdf1f1hg5,,,,,,,,,I would tell my friend that Jason was diagnosed with stage 2 lymphoma. Jason best friend is worried and is raising money to help pay for the expenses to help him get better.
0.013642119,562f072bzkh0j8cg81cz,,,,,,,,,Jennifer's friend has cancer. She is going through a lot.
0.289896085,1nww2obodmsc5p8keorr,,,,,,,,,Jason's situation may not be the best right now  but he's got plenty of help recovering. 
0.678754441,val4fzcqot29ox68ddk9,,,,,,,,,"Jason lay there for a few minutes not knowing what to say. Then he ... The whole situation shouldbea happy onefor both of them, but he kind of felt the same way."
0.41163979,4jxpto8l4h4pq1wmxp5g,,,,,,,,,Jennifer is recovering from surgery to treat her Lymphoma.She needs help with the medical and other expenses that come with fighting this cancer.
0.316212581,q3nralu3o0yeqg4dllsu,,,,,,,,,She is in a very sad and hard situation. Her situation is serious. 
0.89644835,n13l7z6x3sq8db4egcw5,,,,,,,,,Jason is currently suffering from stage two Lymphoma. His best friend has set up a page online in order to help Jason undergo treatment and continue fighting for his life.
0.810530683,5p6nfubcv39hk83e98lp,,,,,,,,,"Jason was diagnosed with lymphoma. The friend who is fund-raising for him describes him as having a heart of gold and facing a fierce battle against cancer. He has a long road of treatments ahead, has already experienced bad effects from the chemotherapy, but is recovering from them and persisting in the fight."
0.751543787,fde1g71x38hl8jvnz68r,,,,,,,,,Jennifer's situation is pretty grim. She's very sick and will need to undergo chemotherapy and radiation.
0.106863122,6c5up1jkkarrnn93q7ee,,,,,,,,,"Jennifer is suffering from cancer.  She needs chemo and possibly localized radiation treatments to survive, which are very costly.  She needs help paying for this medical care."
0.75240275,mwhh1tphq25bvpfzzwyj,,,,,,,,,Jason is a good person who is struggling with lymphoma and needs financial help with this battle. 
0.332860229,hkbz3ve6uw0p7f15zmt4,,,,,,,,,Its is bad. He has cancer and people love him. People will miss him and that is sad. 
0.727569014,yq17wh2hv768nmdf9auu,,,,,,,,,"She has cancer, is undergoing chemotherapy and maybe radiation, and could use some help. I can appreciate where she is, since my wife had more or less the same issue. "
0.582413585,pctstpp19mdmhua90wwp,,,,,,,,,"This is a sad, unfortunate event. This guy named Jason underwent surgery and came out of the surgery with a terrible condition called Lymphopenia II.  Every 21 days for the next 3-4 months he is going to need blood replacement.  The machines, and tools to monitor, and do this cost a lot of money. I am thinking of donating $30.00 to help with the cost for all this for his family.  Maybe you could match me $30.00 and we can donate a total of $60.00 to Jason?"
0.969851496,7rvbyjuyym4m331c11vn,,,,,,,,,He's fighting lymphoma and has extreme medical expenses.
0.070886328,zlgc9s0r283qbwuwk0rs,,,,,,,,,"Jason has cancer, and has to undergo serious and painful treatment. It is expensive, and he will probably die."
0.330132425,4e81nb98c2xtcebblvdo,,,,,,,,,He's a good guy who was diagnosed with lynphoma and needs help covering medical costs and associated costs of care. He's receiving treatment and will be hospitalized for a while still.
0.521765811,282299vz1fwrbuazxr0d,,,,,,,,,Jason has Stage II lymphomia(not sure of spelling) and is receiving radiation treatments every 21 days. The expenses will be alot and his friend has started a fund to raise money to help Jason.
0.123343289,eg7wxho2jvzb52p2xk86,,,,,,,,,Jason has recently been diagnosed with stage II cancer and is going through chemo therapy treatment and need any financial assistance you can give.
0.822479258,4wxeujq7671a969w4dce,,,,,,,,,He is a good friend and i am willing to give him a chance.
0.212438399,b5pxzwkwtl4e6uaon82s,,,,,,,,,Jason has lymphoma.  His best friend is raising money to help him with expenses for his cancer treatment.
0.521825252,5m850109orz94x48mwgl,,,,,,,,,"Jennifer had surgery on her thyroid and was then diagnosed with stage II lymphoma. This will require a lot of chemo and possible radiation for the foreseeable future. This treatment is really expensive and she will still have to worry about her other living expenses at this time. So, she needs help covering all these mounting bills. She's a good person and wants to overcome this diagnosis. "
